A-n32-k5,31,5,100,784,yes
A-n33-k5,32,5,100,661,yes
A-n33-k6,32,6,100,742,yes
A-n34-k5,33,5,100,778,yes
A-n36-k5,35,5,100,799,yes
A-n37-k5,36,5,100,669,yes
A-n37-k6,36,6,100,949,yes
A-n38-k5,37,5,100,730,yes
A-n39-k5,38,5,100,822,yes
A-n39-k6,38,6,100,831,yes
A-n44-k6,43,6,100,937,yes
A-n45-k6,44,6,100,944,yes
A-n45-k7,44,7,100,1146,yes
A-n46-k7,45,7,100,914,yes
A-n48-k7,47,7,100,1073,yes
A-n53-k7,52,7,100,1010,yes
A-n54-k7,53,7,100,1167,yes
A-n55-k9,54,9,100,1073,yes
A-n60-k9,59,9,100,1354,yes
A-n61-k9,60,9,100,1034,yes
A-n62-k8,61,8,100,1288,yes
A-n63-k9,62,9,100,1616,yes
A-n63-k10,62,10,100,1314,yes
A-n64-k9,63,9,100,1401,yes
A-n65-k9,64,9,100,1174,yes
A-n69-k9,68,9,100,1159,yes
A-n80-k10,79,10,100,1763,yes
B-n31-k5,30,5,100,672,yes
B-n34-k5,33,5,100,788,yes
B-n35-k5,34,5,100,955,yes
B-n38-k6,37,6,100,805,yes
B-n39-k5,38,5,100,549,yes
B-n41-k6,40,6,100,829,yes
B-n43-k6,42,6,100,742,yes
B-n44-k7,43,7,100,909,yes
B-n45-k5,44,5,100,751,yes
B-n45-k6,44,6,100,678,yes
B-n50-k7,49,7,100,741,yes
B-n50-k8,49,8,100,1312,yes
B-n51-k7,50,7,100,1032,yes
B-n52-k7,51,7,100,747,yes
B-n56-k7,55,7,100,707,yes
B-n57-k7,56,7,100,1153,yes
B-n57-k9,56,9,100,1598,yes
B-n63-k10,62,10,100,1496,yes
B-n64-k9,63,9,100,861,yes
B-n66-k9,65,9,100,1316,yes
B-n67-k10,66,10,100,1032,yes
B-n68-k9,67,9,100,1272,yes
B-n78-k10,77,10,100,1221,yes
E-n13-k4,12,4,6000,247,yes
E-n22-k4,21,4,6000,375,yes
E-n23-k3,22,3,4500,569,yes
E-n30-k3,29,3,4500,534,yes
E-n31-k7,30,7,140,379,yes
E-n33-k4,32,4,8000,835,yes
E-n51-k5,50,5,160,521,yes
E-n76-k7,75,7,220,682,yes
E-n76-k8,75,8,180,735,yes
E-n76-k10,75,10,140,830,yes
E-n76-k14,75,14,100,1021,yes
E-n101-k8,100,8,200,815,yes
E-n101-k14,100,14,112,1067,yes
F-n45-k4,44,4,2010,724,yes
F-n72-k4,71,4,30000,237,yes
F-n135-k7,134,7,2210,1162,yes
M-n101-k10,100,10,200,820,yes
M-n121-k7,120,7,200,1034,yes
M-n151-k12,150,12,200,1015,yes
M-n200-k16,199,16,200,1274,yes
M-n200-k17,199,17,200,1275,yes
P-n16-k8,15,8,35,450,yes
P-n19-k2,18,2,160,212,yes
P-n20-k2,19,2,160,216,yes
P-n21-k2,20,2,160,211,yes
P-n22-k2,21,2,160,216,yes
P-n22-k8,21,8,3000,603,yes
P-n23-k8,22,8,40,529,yes
P-n40-k5,39,5,140,458,yes
P-n45-k5,44,5,150,510,yes
P-n50-k7,49,7,150,554,yes
P-n50-k8,49,8,120,631,yes
P-n50-k10,49,10,100,696,yes
P-n51-k10,50,10,80,741,yes
P-n55-k7,54,7,170,568,yes
P-n55-k10,54,10,115,694,yes
P-n55-k15,54,15,70,989,yes
P-n60-k10,59,10,120,744,yes
P-n60-k15,59,15,80,968,yes
P-n65-k10,64,10,130,792,yes
P-n70-k10,69,10,135,827,yes
P-n76-k4,75,4,350,593,yes
P-n76-k5,75,5,280,627,yes
P-n101-k4,100,4,400,681,yes
CMT1,50,5,160,524.61,yes
CMT2,75,10,140,835.26,yes
CMT3,100,8,200,826.14,yes
CMT4,150,12,200,1028.42,yes
CMT5,199,17,200,1291.29,yes
CMT6,50,6,160,555.43,yes
CMT7,75,11,140,909.68,yes
CMT8,100,9,200,865.94,yes
CMT9,150,14,200,1162.55,yes
CMT10,199,18,200,1395.85,yes
CMT11,120,7,200,1042.12,yes
CMT12,100,10,200,819.56,yes
CMT13,120,11,200,1541.14,yes
CMT14,100,11,200,866.37,yes
tai75a,75,10,1445,1618.36,yes
tai75b,75,9,1679,1344.62,yes
tai75c,75,9,1122,1291.01,yes
tai75d,75,9,1699,1365.42,yes
tai100a,100,11,1409,2041.34,yes
tai100b,100,11,1842,1939.9,yes
tai100c,100,11,2043,1406.2,yes
tai100d,100,11,1297,1580.46,yes
tai150a,150,15,1544,3055.23,yes
tai150b,150,14,1918,2727.03,yes
tai150c,150,14,2021,2358.66,yes
tai150d,150,14,1874,2645.39,yes
tai385,385,46,65,24366.41,no
Golden_1,240,9,550,5623.47,no
Golden_2,320,10,700,8404.61,no
Golden_3,400,9,900,10997.8,no
Golden_4,480,10,1000,13588.6,no
Golden_5,200,5,900,6460.98,no
Golden_6,280,7,900,8400.33,no
Golden_7,360,8,900,10102.7,no
Golden_8,440,10,900,11635.3,no
Golden_9,255,14,1000,579.7,no
Golden_10,323,16,1000,735.43,no
Golden_11,399,17,1000,911.98,no
Golden_12,483,19,1000,1100.67,no
Golden_13,252,26,1000,857.19,yes
Golden_14,320,29,1000,1080.55,yes
Golden_15,396,33,1000,1337.27,no
Golden_16,480,36,1000,1611.28,no
Golden_17,240,22,200,707.76,yes
Golden_18,300,27,200,995.13,yes
Golden_19,360,33,200,1365.6,yes
Golden_20,420,38,200,1817.59,yes
Li_21,560,10,1200,16212.83,no
Li_22,600,15,900,14499.04,no
Li_23,640,10,1400,18801.13,no
Li_24,720,10,1500,21389.43,no
Li_25,760,19,900,16665.7,no
Li_26,800,10,1700,23977.73,no
Li_27,840,20,900,17320,no
Li_28,880,10,1800,26566.03,no
Li_29,960,10,2000,29154.34,no
Li_30,1040,10,2100,31742.64,no
Li_31,1120,10,2300,34330.94,no
Li_32,1200,11,2500,37159.41,no
X-n101-k25,100,25,206,27591,yes
X-n106-k14,105,14,600,26362,yes
X-n110-k13,109,13,66,14971,yes
X-n115-k10,114,10,169,12747,yes
X-n120-k6,119,6,21,13332,yes
X-n125-k30,124,30,188,55539,yes
X-n129-k18,128,18,39,28940,yes
X-n134-k13,133,13,643,10916,yes
X-n139-k10,138,10,106,13590,yes
X-n143-k7,142,7,1190,15700,yes
X-n148-k46,147,46,18,43448,yes
X-n153-k22,152,22,144,21220,yes
X-n157-k13,156,13,12,16876,yes
X-n162-k11,161,11,1174,14138,yes
X-n167-k10,166,10,133,20557,yes
X-n172-k51,171,51,161,45607,yes
X-n176-k26,175,26,142,47812,yes
X-n181-k23,180,23,8,25569,yes
X-n186-k15,185,15,974,24145,yes
X-n190-k8,189,8,138,16980,yes
X-n195-k51,194,51,181,44225,yes
X-n200-k36,199,36,402,58578,yes
X-n204-k19,203,19,836,19565,yes
X-n209-k16,208,16,101,30656,yes
X-n214-k11,213,11,944,10856,yes
X-n219-k73,218,73,3,117595,yes
X-n223-k34,222,34,37,40437,yes
X-n228-k23,227,23,154,25742,yes
X-n233-k16,232,16,631,19230,yes
X-n237-k14,236,14,18,27042,yes
X-n242-k48,241,48,28,82751,yes
X-n247-k50,246,47,134,37274,yes
X-n251-k28,250,28,69,38684,yes
X-n256-k16,255,16,1225,18839,yes
X-n261-k13,260,13,1081,26558,yes
X-n266-k58,265,58,35,75478,yes
X-n270-k35,269,35,585,35291,yes
X-n275-k28,274,28,10,21245,yes
X-n280-k17,279,17,192,33503,no
X-n284-k15,283,15,109,20215,yes
X-n289-k60,288,60,267,95151,yes
X-n294-k50,293,50,285,47161,no
X-n298-k31,297,31,55,34231,yes
X-n303-k21,302,21,794,21736,no
X-n308-k13,307,13,246,25859,no
X-n313-k71,312,71,248,94043,no
X-n317-k53,316,53,6,78355,yes
X-n322-k28,321,28,868,29834,yes
X-n327-k20,326,20,128,27532,no
X-n331-k15,330,15,23,31102,yes
X-n336-k84,335,84,203,139111,no
X-n344-k43,343,43,61,42050,no
X-n351-k40,350,40,436,25896,no
X-n359-k29,358,29,68,51505,no
X-n367-k17,366,17,218,22814,no
X-n376-k94,375,94,4,147713,yes
X-n384-k52,383,52,564,65928,no
X-n393-k38,392,38,78,38260,yes
X-n401-k29,400,29,745,66154,no
X-n411-k19,410,19,216,19712,no
X-n420-k130,419,130,18,107798,yes
X-n429-k61,428,61,536,65449,no
X-n439-k37,438,37,12,36391,yes
X-n449-k29,448,29,777,55233,no
X-n459-k26,458,26,1106,24139,no
X-n469-k138,468,138,256,221824,yes
X-n480-k70,479,70,52,89449,no
X-n491-k59,490,59,428,66483,no
X-n502-k39,501,39,13,69226,no
X-n513-k21,512,21,142,24201,no
X-n524-k153,523,137,125,154593,yes
X-n536-k96,535,96,371,94846,no
X-n548-k50,547,50,11,86700,yes
X-n561-k42,560,42,74,42717,no
X-n573-k30,572,30,210,50673,no
X-n586-k159,585,159,28,190316,no
X-n599-k92,598,92,487,108451,no
X-n613-k62,612,62,523,59535,no
X-n627-k43,626,43,110,62164,no
X-n641-k35,640,35,1381,63682,no
X-n655-k131,654,131,5,106780,yes
X-n670-k130,669,126,129,146332,no
X-n685-k75,684,75,408,68205,no
X-n701-k44,700,44,87,81923,no
X-n716-k35,715,35,1007,43373,no
X-n733-k159,732,159,25,136187,no
X-n749-k98,748,98,396,77269,no
X-n766-k71,765,71,166,114417,no
X-n783-k48,782,48,832,72386,no
X-n801-k40,800,40,20,73305,no
X-n819-k171,818,171,358,158121,no
X-n837-k142,836,142,44,193737,no
X-n856-k95,855,95,9,88965,yes
X-n876-k59,875,59,764,99299,no
X-n895-k37,894,37,1816,53860,no
X-n916-k207,915,207,33,329179,no
X-n936-k151,935,151,138,132715,no
X-n957-k87,956,87,11,85465,no
X-n979-k58,978,58,998,118976,no
X-n1001-k43,1000,43,131,72355,no
Antwerp1,6000,,30,477277,no
Antwerp2,7000,,100,291350,no
Brussels1,15000,,50,501719,no
Brussels2,16000,,150,345481,no
Flanders1,20000,,50,7240124,no
Flanders2,30000,,200,4373320,no
Ghent1,10000,,35,469531,no
Ghent2,11000,,170,257748,no
Leuven1,3000,,25,192848,no
Leuven2,4000,,150,111391,no
Loggi-n401-k23,400,23,100,336903,no
Loggi-n501-k24,500,24,120,177176,no
Loggi-n601-k19,600,19,180,113155,no
Loggi-n601-k42,600,42,80,347059,no
Loggi-n901-k42,900,42,120,246301,no
Loggi-n1001-k31,1000,31,180,284356,no
ORTEC-n242-k12,241,12,125,123750,no
ORTEC-n323-k21,322,21,100,214071,no
ORTEC-n405-k18,404,18,160,200986,no
ORTEC-n455-k41,454,41,70,292485,no
ORTEC-n510-k23,509,23,145,184529,no
ORTEC-n701-k64,700,64,80,445543,no
C101,100,,200,827.3,yes
C102,100,,200,827.3,yes
C103,100,,200,826.3,yes
C104,100,,200,822.9,yes
C105,100,,200,827.3,yes
C106,100,,200,827.3,yes
C107,100,,200,827.3,yes
C108,100,,200,827.3,yes
C109,100,,200,827.3,yes
C201,100,,700,589.1,yes
C202,100,,700,589.1,yes
C203,100,,700,588.7,yes
C204,100,,700,588.1,yes
C205,100,,700,586.4,yes
C206,100,,700,586,yes
C207,100,,700,585.8,yes
C208,100,,700,585.8,yes
R101,100,,200,1637.7,yes
R102,100,,200,1466.6,yes
R103,100,,200,1208.7,yes
R104,100,,200,971.5,yes
R105,100,,200,1355.3,yes
R106,100,,200,1234.6,yes
R107,100,,200,1064.6,yes
R108,100,,200,932.1,yes
R109,100,,200,1146.9,yes
R110,100,,200,1068,yes
R111,100,,200,1048.7,yes
R112,100,,200,948.6,yes
R201,100,,1000,1143.2,yes
R202,100,,1000,1029.6,yes
R203,100,,1000,870.8,yes
R204,100,,1000,731.3,yes
R205,100,,1000,949.8,yes
R206,100,,1000,875.9,yes
R207,100,,1000,794,yes
R208,100,,1000,701,yes
R209,100,,1000,854.8,yes
R210,100,,1000,900.5,yes
R211,100,,1000,746.7,yes
RC101,100,,200,1619.8,yes
RC102,100,,200,1457.4,yes
RC103,100,,200,1258,yes
RC104,100,,200,1132.3,yes
RC105,100,,200,1513.7,yes
RC106,100,,200,1372.7,yes
RC107,100,,200,1207.8,yes
RC108,100,,200,1114.2,yes
RC201,100,,1000,1261.8,yes
RC202,100,,1000,1092.3,yes
RC203,100,,1000,923.7,yes
RC204,100,,1000,783.5,yes
RC205,100,,1000,1154,yes
RC206,100,,1000,1051.1,yes
RC207,100,,1000,962.9,yes
RC208,100,,1000,776.1,yes
C1_2_1,200,,200,2698.6,yes
C1_2_2,200,,200,2694.3,yes
C1_2_3,200,,200,2675.8,yes
C1_2_4,200,,200,2625.6,yes
C1_2_5,200,,200,2694.9,yes
C1_2_6,200,,200,2694.9,yes
C1_2_7,200,,200,2694.9,yes
C1_2_8,200,,200,2684,yes
C1_2_9,200,,200,2639.6,yes
C1_2_10,200,,200,2624.7,yes
C2_2_1,200,,700,1922.1,yes
C2_2_2,200,,700,1851.4,yes
C2_2_3,200,,700,1763.4,yes
C2_2_4,200,,700,1695,no
C2_2_5,200,,700,1869.6,yes
C2_2_6,200,,700,1844.8,yes
C2_2_7,200,,700,1842.2,yes
C2_2_8,200,,700,1813.7,yes
C2_2_9,200,,700,1815,yes
C2_2_10,200,,700,1791.2,yes
R1_2_1,200,,200,4667.2,yes
R1_2_2,200,,200,3919.9,yes
R1_2_3,200,,200,3373.9,yes
R1_2_4,200,,200,3047.6,yes
R1_2_5,200,,200,4053.2,yes
R1_2_6,200,,200,3559.1,yes
R1_2_7,200,,200,3141.9,yes
R1_2_8,200,,200,2938.4,yes
R1_2_9,200,,200,3734.7,yes
R1_2_10,200,,200,3293.1,yes
R2_2_1,200,,1000,3468,yes
R2_2_2,200,,1000,3008.2,yes
R2_2_3,200,,1000,2537.5,yes
R2_2_4,200,,1000,1928.5,yes
R2_2_5,200,,1000,3061.1,yes
R2_2_6,200,,1000,2675.4,yes
R2_2_7,200,,1000,2304.7,yes
R2_2_8,200,,1000,1842.4,yes
R2_2_9,200,,1000,2843.3,yes
R2_2_10,200,,1000,2549.4,yes
RC1_2_1,200,,200,3516.9,yes
RC1_2_2,200,,200,3221.6,yes
RC1_2_3,200,,200,3001.4,yes
RC1_2_4,200,,200,2845.2,yes
RC1_2_5,200,,200,3325.6,yes
RC1_2_6,200,,200,3300.7,yes
RC1_2_7,200,,200,3177.8,yes
RC1_2_8,200,,200,3060,yes
RC1_2_9,200,,200,3073.3,no
RC1_2_10,200,,200,2990.5,no
RC2_2_1,200,,1000,2797.4,yes
RC2_2_2,200,,1000,2481.6,yes
RC2_2_3,200,,1000,2227.7,yes
RC2_2_4,200,,1000,1854.8,yes
RC2_2_5,200,,1000,2491.4,yes
RC2_2_6,200,,1000,2495.1,yes
RC2_2_7,200,,1000,2287.7,yes
RC2_2_8,200,,1000,2151.2,yes
RC2_2_9,200,,1000,2086.6,yes
RC2_2_10,200,,1000,1989.2,no
C1_4_1,400,,200,7138.8,no
C1_4_2,400,,200,7113.3,no
C1_4_3,400,,200,6929.9,no
C1_4_4,400,,200,6777.7,no
C1_4_5,400,,200,7138.8,no
C1_4_6,400,,200,7140.1,no
C1_4_7,400,,200,7136.2,no
C1_4_8,400,,200,7083,no
C1_4_9,400,,200,6927.8,no
C1_4_10,400,,200,6825.4,no
C2_4_1,400,,700,4100.3,no
C2_4_2,400,,700,3914.1,no
C2_4_3,400,,700,3755.2,no
C2_4_4,400,,700,3523.7,no
C2_4_5,400,,700,3923.2,no
C2_4_6,400,,700,3860.1,no
C2_4_7,400,,700,3870.9,no
C2_4_8,400,,700,3773.7,no
C2_4_9,400,,700,3842.1,no
C2_4_10,400,,700,3665.1,no
R1_4_1,400,,200,10305.8,no
R1_4_2,400,,200,8876,no
R1_4_3,400,,200,7787.8,no
R1_4_4,400,,200,7266.2,no
R1_4_5,400,,200,9186,no
R1_4_6,400,,200,8340.4,no
R1_4_7,400,,200,7599.8,no
R1_4_8,400,,200,7240.5,no
R1_4_9,400,,200,8677.5,no
R1_4_10,400,,200,8077.8,no
R2_4_1,400,,1000,7520.7,no
R2_4_2,400,,1000,6482.8,no
R2_4_3,400,,1000,5372.9,no
R2_4_4,400,,1000,4211.2,no
R2_4_5,400,,1000,6567.9,no
R2_4_6,400,,1000,5813.5,no
R2_4_7,400,,1000,4893.5,no
R2_4_8,400,,1000,4000.2,no
R2_4_9,400,,1000,6067.8,no
R2_4_10,400,,1000,5645.9,no
RC1_4_1,400,,200,8524,no
RC1_4_2,400,,200,7878.2,no
RC1_4_3,400,,200,7516.9,no
RC1_4_4,400,,200,7292.9,no
RC1_4_5,400,,200,8153,no
RC1_4_6,400,,200,8148,no
RC1_4_7,400,,200,7932.5,no
RC1_4_8,400,,200,7757.2,no
RC1_4_9,400,,200,7717.7,no
RC1_4_10,400,,200,7581.3,no
RC2_4_1,400,,1000,6147.3,no
RC2_4_2,400,,1000,5407.5,no
RC2_4_3,400,,1000,4573,no
RC2_4_4,400,,1000,3597.9,no
RC2_4_5,400,,1000,5392.3,no
RC2_4_6,400,,1000,5324.6,no
RC2_4_7,400,,1000,4987.8,no
RC2_4_8,400,,1000,4693.3,no
RC2_4_9,400,,1000,4510.4,no
RC2_4_10,400,,1000,4252.3,no
C1_6_1,600,,200,14076.6,no
C1_6_2,600,,200,13948.3,no
C1_6_3,600,,200,13757,no
C1_6_4,600,,200,13538.6,no
C1_6_5,600,,200,14066.8,no
C1_6_6,600,,200,14070.9,no
C1_6_7,600,,200,14066.8,no
C1_6_8,600,,200,13991.2,no
C1_6_9,600,,200,13664.5,no
C1_6_10,600,,200,13617.6,no
C2_6_1,600,,700,7752.2,no
C2_6_2,600,,700,7471.5,no
C2_6_3,600,,700,7215,no
C2_6_4,600,,700,6877.6,no
C2_6_5,600,,700,7553.8,no
C2_6_6,600,,700,7449.8,no
C2_6_7,600,,700,7491.4,no
C2_6_8,600,,700,7303.7,no
C2_6_9,600,,700,7303.2,no
C2_6_10,600,,700,7123.9,no
R1_6_1,600,,200,21274.2,no
R1_6_2,600,,200,18558.7,no
R1_6_3,600,,200,16874.9,no
R1_6_4,600,,200,15721.4,no
R1_6_5,600,,200,19305.6,no
R1_6_6,600,,200,17763.7,no
R1_6_7,600,,200,16496.2,no
R1_6_8,600,,200,15584.3,no
R1_6_9,600,,200,18481.5,no
R1_6_10,600,,200,17583.7,no
R2_6_1,600,,1000,15145.3,no
R2_6_2,600,,1000,12986.9,no
R2_6_3,600,,1000,10455.3,no
R2_6_4,600,,1000,7915.1,no
R2_6_5,600,,1000,13794.1,no
R2_6_6,600,,1000,11849.1,no
R2_6_7,600,,1000,9777.9,no
R2_6_8,600,,1000,7512.3,no
R2_6_9,600,,1000,12741.9,no
R2_6_10,600,,1000,11837.7,no
RC1_6_1,600,,200,16960.1,no
RC1_6_2,600,,200,15890.6,no
RC1_6_3,600,,200,15181.4,no
RC1_6_4,600,,200,14753.2,no
RC1_6_5,600,,200,16536.3,no
RC1_6_6,600,,200,16473.3,no
RC1_6_7,600,,200,16055.3,no
RC1_6_8,600,,200,15891.8,no
RC1_6_9,600,,200,15803.5,no
RC1_6_10,600,,200,15651.3,no
RC2_6_1,600,,1000,11966.1,no
RC2_6_2,600,,1000,10336.9,no
RC2_6_3,600,,1000,8894.9,no
RC2_6_4,600,,1000,6967.5,no
RC2_6_5,600,,1000,11080.7,no
RC2_6_6,600,,1000,10830.5,no
RC2_6_7,600,,1000,10293.4,no
RC2_6_8,600,,1000,9804.7,no
RC2_6_9,600,,1000,9436,no
RC2_6_10,600,,1000,8976.1,no
C1_8_1,800,,200,25156.9,no
C1_8_2,800,,200,24974.1,no
C1_8_3,800,,200,24170.7,no
C1_8_4,800,,200,23797.3,no
C1_8_5,800,,200,25138.6,no
C1_8_6,800,,200,25133.3,no
C1_8_7,800,,200,25127.3,no
C1_8_8,800,,200,24858.7,no
C1_8_9,800,,200,24200.4,no
C1_8_10,800,,200,24030.4,no
C2_8_1,800,,700,11631.9,no
C2_8_2,800,,700,11394.5,no
C2_8_3,800,,700,11138.1,no
C2_8_4,800,,700,10659.7,no
C2_8_5,800,,700,11395.6,no
C2_8_6,800,,700,11316.3,no
C2_8_7,800,,700,11332.9,no
C2_8_8,800,,700,11133.9,no
C2_8_9,800,,700,11140.4,no
C2_8_10,800,,700,10946,no
R1_8_1,800,,200,36393.3,no
R1_8_2,800,,200,32277.6,no
R1_8_3,800,,200,29304.5,no
R1_8_4,800,,200,27734.7,no
R1_8_5,800,,200,33494.2,no
R1_8_6,800,,200,30872.4,no
R1_8_7,800,,200,28789,no
R1_8_8,800,,200,27609.4,no
R1_8_9,800,,200,32257.3,no
R1_8_10,800,,200,30918.4,no
R2_8_1,800,,1000,24986.8,no
R2_8_2,800,,1000,21312.2,no
R2_8_3,800,,1000,17237.8,no
R2_8_4,800,,1000,13161.2,no
R2_8_5,800,,1000,22802,no
R2_8_6,800,,1000,19754.5,no
R2_8_7,800,,1000,16378.3,no
R2_8_8,800,,1000,12611.7,no
R2_8_9,800,,1000,21294.1,no
R2_8_10,800,,1000,20007,no
RC1_8_1,800,,200,29997.3,no
RC1_8_2,800,,200,28363.3,no
RC1_8_3,800,,200,27485.5,no
RC1_8_4,800,,200,26595.4,no
RC1_8_5,800,,200,29306.4,no
RC1_8_6,800,,200,29247.1,no
RC1_8_7,800,,200,28823.8,no
RC1_8_8,800,,200,28460.7,no
RC1_8_9,800,,200,28400.5,no
RC1_8_10,800,,200,28210.7,no
RC2_8_1,800,,1000,19203.8,no
RC2_8_2,800,,1000,16711.1,no
RC2_8_3,800,,1000,14028.9,no
RC2_8_4,800,,1000,10970.8,no
RC2_8_5,800,,1000,17466.1,no
RC2_8_6,800,,1000,17197.7,no
RC2_8_7,800,,1000,16366.5,no
RC2_8_8,800,,1000,15577.7,no
RC2_8_9,800,,1000,15184.8,no
RC2_8_10,800,,1000,14376.2,no
C1_10_1,1000,,200,42444.8,no
C1_10_2,1000,,200,41386.4,no
C1_10_3,1000,,200,40064.4,no
C1_10_4,1000,,200,39434.1,no
C1_10_5,1000,,200,42434.8,no
C1_10_6,1000,,200,42437,no
C1_10_7,1000,,200,42420.4,no
C1_10_8,1000,,200,41837.8,no
C1_10_9,1000,,200,40288.4,no
C1_10_10,1000,,200,39816.8,no
C2_10_1,1000,,700,16841.1,no
C2_10_2,1000,,700,16462.6,no
C2_10_3,1000,,700,16036.5,no
C2_10_4,1000,,700,15463.6,no
C2_10_5,1000,,700,16521.3,no
C2_10_6,1000,,700,16290.7,no
C2_10_7,1000,,700,16378.4,no
C2_10_8,1000,,700,16029.1,no
C2_10_9,1000,,700,16075.5,no
C2_10_10,1000,,700,15728.6,no
R1_10_1,1000,,200,53223.2,no
R1_10_2,1000,,200,48263.1,no
R1_10_3,1000,,200,44677.1,no
R1_10_4,1000,,200,42440.7,no
R1_10_5,1000,,200,50406.7,no
R1_10_6,1000,,200,46930.3,no
R1_10_7,1000,,200,43997.4,no
R1_10_8,1000,,200,42279.3,no
R1_10_9,1000,,200,49162.8,no
R1_10_10,1000,,200,47364.6,no
R2_10_1,1000,,1000,36891.3,no
R2_10_2,1000,,1000,31283.7,no
R2_10_3,1000,,1000,24418.1,no
R2_10_4,1000,,1000,17811.5,no
R2_10_5,1000,,1000,34141.1,no
R2_10_6,1000,,1000,29157.9,no
R2_10_7,1000,,1000,23103.2,no
R2_10_8,1000,,1000,17403.8,no
R2_10_9,1000,,1000,32049.5,no
R2_10_10,1000,,1000,29862,no
RC1_10_1,1000,,200,45790.8,no
RC1_10_2,1000,,200,43678.3,no
RC1_10_3,1000,,200,42122,no
RC1_10_4,1000,,200,41357.4,no
RC1_10_5,1000,,200,45028.1,no
RC1_10_6,1000,,200,44903.6,no
RC1_10_7,1000,,200,44417.1,no
RC1_10_8,1000,,200,43916.5,no
RC1_10_9,1000,,200,43858.1,no
RC1_10_10,1000,,200,43533.7,no
RC2_10_1,1000,,1000,28147.4,no
RC2_10_2,1000,,1000,24254.5,no
RC2_10_3,1000,,1000,19632.3,no
RC2_10_4,1000,,1000,15657,no
RC2_10_5,1000,,1000,25811.2,no
RC2_10_6,1000,,1000,25817.5,no
RC2_10_7,1000,,1000,24435.1,no
RC2_10_8,1000,,1000,23282.6,no
RC2_10_9,1000,,1000,22746,no
RC2_10_10,1000,,1000,21744.7,no
